,Algorithm,SeedMovie,loginId,movieId,avgRating,popularityLastYear,ageCurDate
13404,TagSimilarity,188,1q9664k,3857,2.61259,15.0,6368.0
13405,TagSimilarity,188,1q9664k,81516,3.03947,44.0,2650.0
13406,TagSimilarity,188,1q9664k,31696,3.427,1220.0,4716.0
13407,TagSimilarity,188,1q9664k,84395,2.99911,107.0,2546.0
13408,TagSimilarity,188,1q9664k,2263,3.12475,14.0,10883.0
13411,TagSimilarity,188,1q9664k,45662,2.76114,79.0,4243.0
13412,TagSimilarity,188,1q9664k,52283,2.80093,34.0,3939.0
13414,TagSimilarity,188,1q9664k,177,2.89252,23.0,8181.0
13415,TagSimilarity,188,1q9664k,2024,3.27784,6.0,9606.0
13417,TagSimilarity,86835,1q9664k,73268,3.21193,180.0,2931.0
13418,TagSimilarity,86835,1q9664k,173,2.53676,384.0,8237.0
13422,TagSimilarity,86835,1q9664k,91974,3.30962,410.0,2189.0
13423,TagSimilarity,86835,1q9664k,6541,2.78617,523.0,5304.0
13426,TagSimilarity,86835,1q9664k,37386,2.91929,362.0,4429.0
13427,TagSimilarity,86835,1q9664k,5254,3.11665,690.0,5780.0
13429,TagSimilarity,102060,1q9664k,58404,3.36957,43.0,
13430,TagSimilarity,102060,1q9664k,104419,3.56888,54.0,
13431,TagSimilarity,102060,1q9664k,110566,3.32515,42.0,
13432,TagSimilarity,102060,1q9664k,103659,3.69585,120.0,
13433,TagSimilarity,102060,1q9664k,102154,3.22839,11.0,
13434,TagSimilarity,102060,1q9664k,44020,3.23649,11.0,
13435,TagSimilarity,102060,1q9664k,80469,3.36364,39.0,
13436,TagSimilarity,102060,1q9664k,71129,3.29412,32.0,3095.0
13437,TagSimilarity,102060,1q9664k,27155,3.31847,15.0,
13439,TagSimilarity,102060,1q9664k,98124,3.84763,318.0,
13440,TagSimilarity,102060,1q9664k,95149,3.3323,31.0,
13441,TagSimilarity,102060,1q9664k,79274,3.6857,117.0,
13445,TagSimilarity,74324,1q9664k,4508,3.50032,22.0,10708.0
13446,TagSimilarity,74324,1q9664k,7619,3.85818,25.0,20328.0
13450,TagSimilarity,74324,1q9664k,1357,3.85109,76.0,7728.0
13451,TagSimilarity,74324,1q9664k,27871,3.86926,36.0,4980.0
13452,TagSimilarity,74324,1q9664k,6780,3.84802,21.0,9605.0
13453,TagSimilarity,74324,1q9664k,1185,3.8778,57.0,10608.0
13468,TagSimilarity,1298,9HsQvDf,2877,3.07423,31.0,15645.0
13471,TagSimilarity,1298,9HsQvDf,3910,3.84523,198.0,6325.0
13473,TagSimilarity,1298,9HsQvDf,26187,3.36111,9.0,17969.0
13475,TagSimilarity,1298,9HsQvDf,27800,3.72179,15.0,5358.0
13476,TagSimilarity,1298,9HsQvDf,1093,3.36533,124.0,9878.0
13480,TagSimilarity,1298,9HsQvDf,27904,3.61245,396.0,4212.0
13481,TagSimilarity,135137,ekMdxy3,546,2.08948,116.0,9005.0
13482,TagSimilarity,135137,ekMdxy3,6566,1.98589,143.0,5290.0
13483,TagSimilarity,135137,ekMdxy3,60516,2.47424,60.0,3477.0
13484,TagSimilarity,135137,ekMdxy3,5597,1.98602,11.0,9878.0
13485,TagSimilarity,135137,ekMdxy3,4526,2.49719,31.0,10631.0
13486,TagSimilarity,135137,ekMdxy3,31553,2.06417,22.0,8475.0
13487,TagSimilarity,135137,ekMdxy3,2549,2.19003,27.0,6886.0
13488,TagSimilarity,135137,ekMdxy3,5596,2.40612,5.0,10127.0
13489,TagSimilarity,135137,ekMdxy3,31424,1.50804,29.0,4737.0
13490,TagSimilarity,135137,ekMdxy3,2450,2.13356,56.0,11492.0
13491,TagSimilarity,135137,ekMdxy3,393,1.91985,111.0,8426.0
13492,TagSimilarity,135137,ekMdxy3,31555,2.07047,8.0,10750.0
13509,TagSimilarity,99764,dPs6qqw,1251,4.02467,155.0,19930.0
13511,TagSimilarity,99764,dPs6qqw,77854,3.97222,15.0,5200.0
13512,TagSimilarity,99764,dPs6qqw,27722,3.79752,21.0,4912.0
13514,TagSimilarity,99764,dPs6qqw,8327,3.83956,29.0,5613.0
13547,TagSimilarity,94780,Yncnnpf,101112,2.92905,324.0,1776.0
13549,TagSimilarity,94780,Yncnnpf,101025,3.02086,160.0,1783.0
13550,TagSimilarity,94780,Yncnnpf,36401,2.93195,342.0,4527.0
13551,TagSimilarity,94780,Yncnnpf,74789,3.14703,1090.0,2875.0
13553,TagSimilarity,94780,Yncnnpf,2143,3.288,101.0,11689.0
13556,TagSimilarity,94780,Yncnnpf,27036,3.36695,28.0,
13557,TagSimilarity,94780,Yncnnpf,56171,3.1117,407.0,3694.0
13558,TagSimilarity,94780,Yncnnpf,79139,3.19261,485.0,2744.0
13562,FilmReleaseDate,96737,3mx2KNu,141544,3.4638,76.0,887.0
13582,FilmReleaseDate,96861,3mx2KNu,110826,2.90171,29.0,1363.0
13584,FilmReleaseDate,96861,3mx2KNu,109850,2.95431,152.0,1405.0
13615,FilmReleaseDate,6218,PxwEkWZ,129659,3.79724,86.0,1062.0
13621,FilmReleaseDate,6218,PxwEkWZ,96588,3.56361,898.0,1930.0
13622,FilmReleaseDate,6218,PxwEkWZ,94070,3.72846,216.0,2084.0
13690,TagSimilarity,85007,uCH06y5,2331,3.35221,7.0,7019.0
13691,TagSimilarity,85007,uCH06y5,803,3.56601,2.0,7859.0
13692,TagSimilarity,85007,uCH06y5,39414,3.28525,32.0,4471.0
13696,TagSimilarity,85007,uCH06y5,53769,3.73056,8.0,3456.0
13697,TagSimilarity,85007,uCH06y5,3261,3.4335,37.0,9252.0
13698,TagSimilarity,85007,uCH06y5,4761,3.54779,1.0,5955.0
13699,TagSimilarity,85007,uCH06y5,58806,3.10849,24.0,3568.0
13701,TagSimilarity,85007,uCH06y5,30848,3.59388,12.0,4767.0
13703,TagSimilarity,37475,uCH06y5,848,3.6629,10.0,7803.0
13704,TagSimilarity,37475,uCH06y5,3951,3.69198,2.0,6312.0
13706,TagSimilarity,37475,uCH06y5,2434,3.51224,2.0,6963.0
13707,TagSimilarity,37475,uCH06y5,304,3.18583,2.0,8417.0
13709,TagSimilarity,37475,uCH06y5,7139,3.88379,48.0,5166.0
13712,TagSimilarity,37475,uCH06y5,279,3.68881,3.0,8417.0
13714,TagSimilarity,37475,uCH06y5,1317,3.20173,4.0,7735.0
13715,TagSimilarity,64716,uCH06y5,3969,3.38815,466.0,6298.0
13721,TagSimilarity,64716,uCH06y5,75341,3.44163,171.0,2868.0
13723,TagSimilarity,64716,uCH06y5,5625,3.38622,15.0,5584.0
13726,TagSimilarity,64716,uCH06y5,802,3.46757,318.0,7898.0
13744,TagSimilarity,450,uCH06y5,51660,3.65458,31.0,3967.0
13746,TagSimilarity,450,uCH06y5,6832,3.36089,27.0,9878.0
13748,TagSimilarity,450,uCH06y5,2236,3.45598,25.0,7068.0
13749,TagSimilarity,450,uCH06y5,2506,3.15929,24.0,6900.0
13750,TagSimilarity,450,uCH06y5,3502,3.39091,7.0,8832.0
13752,TagSimilarity,450,uCH06y5,2310,3.5998,21.0,7040.0
13753,TagSimilarity,450,uCH06y5,4023,3.35534,289.0,6235.0
13762,FilmReleaseDate,129354,cCaYT1p,105351,2.87912,23.0,1566.0
13870,PredictedRating,6283,pBTKwE5,5464,3.67802,504.0,5668.0
13874,PredictedRating,120466,pBTKwE5,27660,3.65108,334.0,5342.0
13887,PredictedRating,31660,pBTKwE5,6283,3.88339,234.0,5402.0
13894,PredictedRating,31660,pBTKwE5,70533,3.86174,80.0,3617.0
13902,PredictedRating,57502,pBTKwE5,64993,3.83912,195.0,3700.0
13904,PredictedRating,57502,pBTKwE5,109633,3.86724,129.0,1692.0
13905,PredictedRating,57502,pBTKwE5,31660,3.41902,41.0,4688.0
13906,PredictedRating,57502,pBTKwE5,32456,3.59545,70.0,
13907,PredictedRating,57502,pBTKwE5,72226,3.86061,853.0,3006.0
13940,TagSimilarity,135133,8N06jka,108190,3.29025,906.0,1398.0
13945,TagSimilarity,135133,8N06jka,81731,3.83019,32.0,
13946,TagSimilarity,135133,8N06jka,6518,2.90674,2.0,9878.0
13948,TagSimilarity,135133,8N06jka,2147,2.60173,14.0,11688.0
13951,FilmReleaseDate,3612,lo4yUGu,118997,3.04018,202.0,1119.0
13957,FilmReleaseDate,3612,lo4yUGu,109376,3.18817,12.0,1357.0
13961,FilmReleaseDate,3612,lo4yUGu,94015,2.9298,151.0,2119.0
13972,FilmReleaseDate,5898,lo4yUGu,77540,3.0226,128.0,1937.0
13975,FilmReleaseDate,7577,lo4yUGu,115824,3.27568,28.0,1125.0
13979,FilmReleaseDate,7577,lo4yUGu,89904,3.75277,387.0,2439.0
13983,FilmReleaseDate,7577,lo4yUGu,58425,4.04714,16.0,3757.0
13987,FilmReleaseDate,7577,lo4yUGu,37736,3.42259,19.0,4499.0
13991,TagSimilarity,71135,K6BwVRa,1590,2.96627,366.0,7460.0
13992,TagSimilarity,71135,K6BwVRa,112868,3.12452,146.0,1314.0
13994,TagSimilarity,71135,K6BwVRa,106030,2.84878,31.0,1503.0
13996,TagSimilarity,71135,K6BwVRa,103306,3.37351,180.0,1629.0
13998,TagSimilarity,71135,K6BwVRa,5046,3.15468,30.0,5857.0
14020,TagSimilarity,4223,dv3x258,27816,3.52763,18.0,4912.0
14024,TagSimilarity,4223,dv3x258,3555,3.34682,175.0,6480.0
14025,TagSimilarity,4223,dv3x258,3985,3.60098,20.0,15357.0
14026,TagSimilarity,4223,dv3x258,760,3.67454,20.0,9127.0
14030,TagSimilarity,349,9kid4D9,454,3.502,316.0,9147.0
14048,TagSimilarity,3256,9kid4D9,4110,3.23645,5.0,11100.0
14051,TagSimilarity,3256,9kid4D9,1616,3.0345,66.0,7418.0
14054,TagSimilarity,4110,9kid4D9,6989,3.51631,12.0,12452.0
14060,TagSimilarity,4110,9kid4D9,2179,3.05409,15.0,17913.0
14062,TagSimilarity,4110,9kid4D9,4930,3.67733,3.0,18654.0
14087,PredictedRating,1148,c9Ci3QO,745,4.11055,261.0,7952.0
14118,TagSimilarity,1203,dxrR9DJ,3068,3.86441,67.0,13165.0
14119,TagSimilarity,1203,dxrR9DJ,77846,3.9509,56.0,7448.0
14120,TagSimilarity,1203,dxrR9DJ,1950,4.04718,104.0,18431.0
14121,TagSimilarity,1203,dxrR9DJ,3801,4.01755,82.0,21385.0
14124,TagSimilarity,1203,dxrR9DJ,7218,3.89072,10.0,27410.0
14129,TagSimilarity,1203,dxrR9DJ,5120,3.95197,46.0,16474.0
14130,TagSimilarity,1203,dxrR9DJ,4998,3.77601,13.0,21665.0
14205,TagSimilarity,106100,Oyr86JS,7062,3.75231,21.0,20287.0
14211,TagSimilarity,115569,Oyr86JS,319,3.75282,85.0,8377.0
14213,TagSimilarity,115569,Oyr86JS,2391,3.70387,127.0,6984.0
14237,TagSimilarity,90746,Oyr86JS,6536,3.28493,74.0,5313.0
14239,TagSimilarity,90746,Oyr86JS,90647,3.19713,346.0,2273.0
14240,TagSimilarity,90746,Oyr86JS,98243,3.53742,492.0,1883.0
14241,TagSimilarity,90746,Oyr86JS,80615,3.21058,247.0,2672.0
14243,TagSimilarity,90746,Oyr86JS,102720,3.19468,169.0,1699.0
14245,TagSimilarity,90746,Oyr86JS,84944,3.36119,740.0,2511.0
14248,TagSimilarity,103341,Oyr86JS,71106,3.75832,87.0,3190.0
14249,TagSimilarity,103341,Oyr86JS,84772,3.39096,620.0,2497.0
14250,TagSimilarity,103341,Oyr86JS,60161,3.68787,140.0,
14251,TagSimilarity,103341,Oyr86JS,87192,3.40967,226.0,2364.0
14255,TagSimilarity,103341,Oyr86JS,4079,3.3087,11.0,11339.0
14256,TagSimilarity,103341,Oyr86JS,56251,3.77196,149.0,
14257,TagSimilarity,103341,Oyr86JS,1391,2.96373,627.0,7705.0
14258,TagSimilarity,103341,Oyr86JS,66297,3.76093,96.0,
14262,TagSimilarity,103688,Oyr86JS,1327,2.94987,71.0,14054.0
14263,TagSimilarity,103688,Oyr86JS,92422,3.12385,230.0,2175.0
14264,TagSimilarity,103688,Oyr86JS,99912,3.13127,192.0,1825.0
14266,TagSimilarity,103688,Oyr86JS,1994,3.49268,407.0,13011.0
14267,TagSimilarity,103688,Oyr86JS,114713,2.70044,142.0,1202.0
14268,TagSimilarity,103688,Oyr86JS,53326,3.21905,25.0,3799.0
14270,TagSimilarity,103688,Oyr86JS,67186,3.10412,54.0,3218.0
14271,TagSimilarity,103688,Oyr86JS,97188,3.50044,339.0,1923.0
14276,TagSimilarity,85131,Oyr86JS,83613,2.86269,441.0,2364.0
14280,TagSimilarity,85131,Oyr86JS,79057,3.12858,325.0,2750.0
14301,TagSimilarity,108945,Oyr86JS,2986,2.47961,168.0,10243.0
14304,TagSimilarity,108945,Oyr86JS,519,2.2431,105.0,8839.0
14308,TagSimilarity,108945,Oyr86JS,3937,2.90116,14.0,12435.0
14313,TagSimilarity,89039,Oyr86JS,5881,3.14608,196.0,5530.0
14328,TagSimilarity,111743,Oyr86JS,79592,3.38158,542.0,2721.0
14329,TagSimilarity,111743,Oyr86JS,6141,2.57468,0.0,13165.0
14331,TagSimilarity,111743,Oyr86JS,58315,2.02422,81.0,3498.0
14332,TagSimilarity,111743,Oyr86JS,94677,3.0806,549.0,2070.0
14338,TagSimilarity,111743,Oyr86JS,2060,3.05195,89.0,7110.0
14342,TagSimilarity,101025,Oyr86JS,60514,2.85177,233.0,3477.0
14349,TagSimilarity,101025,Oyr86JS,58105,3.30548,182.0,3625.0
14352,TagSimilarity,88127,Oyr86JS,5670,3.56182,10.0,5577.0
14353,TagSimilarity,88127,Oyr86JS,74152,3.6896,15.0,4399.0
14354,TagSimilarity,88127,Oyr86JS,78517,3.20833,7.0,2777.0
14357,TagSimilarity,88127,Oyr86JS,6062,3.67019,30.0,5465.0
14358,TagSimilarity,88127,Oyr86JS,40946,3.29694,12.0,4723.0
14361,TagSimilarity,88127,Oyr86JS,43652,3.67054,4.0,4694.0
14363,TagSimilarity,88127,Oyr86JS,56012,3.62857,7.0,
14370,TagSimilarity,480,Oyr86JS,1127,3.66809,519.0,10608.0
14373,TagSimilarity,480,Oyr86JS,6239,3.43108,25.0,21566.0
14396,TagSimilarity,5989,Oyr86JS,529,3.83362,70.0,8925.0
14415,TagSimilarity,73017,Oyr86JS,103315,3.38593,64.0,1733.0
14419,FilmReleaseDate,140816,QkttNo6,127204,3.07692,22.0,1090.0
14427,FilmReleaseDate,140816,QkttNo6,101285,2.89424,166.0,1769.0
14429,FilmReleaseDate,140816,QkttNo6,93723,3.125,9.0,2112.0
14435,TagSimilarity,356,Oyr86JS,4187,3.94233,18.0,19832.0
14442,TagSimilarity,356,Oyr86JS,590,3.7407,581.0,9919.0
14468,TagSimilarity,6350,ZrhFd1G,98604,3.84592,97.0,2377.0
14469,ShuffledTopPicks,157200,fsn0p15,112717,0.0,0.0,8162.0
14470,ShuffledTopPicks,157200,fsn0p15,112713,3.0,0.0,
14471,ShuffledTopPicks,157200,fsn0p15,112719,1.5,1.0,14626.0
14472,ShuffledTopPicks,157200,fsn0p15,112725,2.625,1.0,26942.0
14473,ShuffledTopPicks,157200,fsn0p15,112715,0.0,0.0,9084.0
14474,ShuffledTopPicks,157200,fsn0p15,112723,3.75,0.0,16009.0
14475,ShuffledTopPicks,157200,fsn0p15,112731,1.83333,2.0,1842.0
14476,ShuffledTopPicks,157200,fsn0p15,112729,3.5,2.0,2199.0
14477,ShuffledTopPicks,157200,fsn0p15,112733,3.84211,6.0,4020.0
14478,ShuffledTopPicks,157200,fsn0p15,112735,3.86364,3.0,1558.0
14479,ShuffledTopPicks,157200,fsn0p15,112710,3.42857,0.0,22195.0
14480,ShuffledTopPicks,157200,fsn0p15,112705,1.5,2.0,22862.0
14481,ShuffledTopPicks,157200,fsn0p15,112727,2.9435,44.0,1295.0
14555,TagSimilarity,858,KmunxyU,2194,3.87362,569.0,11186.0
14616,PredictedRating,117444,n2kRq8J,84716,3.89498,49.0,
14626,PredictedRating,1059,n2kRq8J,902,3.82218,475.0,20558.0
14627,PredictedRating,1059,n2kRq8J,27523,3.79106,54.0,6018.0
14630,PredictedRating,1059,n2kRq8J,7215,4.01282,50.0,27045.0
14631,PredictedRating,1059,n2kRq8J,3548,3.88677,23.0,21571.0
14633,PredictedRating,1059,n2kRq8J,265,3.91636,35.0,9100.0
14634,PredictedRating,1059,n2kRq8J,2969,3.84207,16.0,18817.0
14635,PredictedRating,1059,n2kRq8J,497,3.8706,101.0,9021.0
14636,PredictedRating,1059,n2kRq8J,2020,3.85584,64.0,10624.0
14637,PredictedRating,1059,n2kRq8J,9010,3.86276,88.0,5495.0
14638,PredictedRating,1211,n2kRq8J,215,3.89863,450.0,8391.0
14646,PredictedRating,1211,n2kRq8J,3415,4.02252,109.0,15722.0
14649,PredictedRating,1211,n2kRq8J,6460,3.85233,29.0,20470.0
14803,FilmReleaseDate,5888,OmizsFl,110110,3.64356,65.0,1398.0
14906,PredictedRating,105954,OICkggw,7063,3.97484,124.0,14899.0
14908,PredictedRating,105954,OICkggw,7759,3.92781,55.0,9453.0
14916,PredictedRating,71248,VWonbzP,6188,3.60361,518.0,5444.0
14990,TagSimilarity,4816,ULzv0Us,63,3.12214,80.0,8041.0
14994,TagSimilarity,4816,ULzv0Us,46970,3.19327,469.0,4187.0
14995,TagSimilarity,4816,ULzv0Us,77667,2.67045,48.0,2798.0
14998,TagSimilarity,4816,ULzv0Us,54934,2.6014,5.0,3785.0
15051,FilmReleaseDate,63131,bTOQXM6,113532,3.29583,15.0,1260.0
15202,TagSimilarity,55094,O32cvjU,4008,3.44197,102.0,10608.0
15203,TagSimilarity,55094,O32cvjU,27397,3.79417,40.0,6060.0
15207,TagSimilarity,55094,O32cvjU,2852,3.77244,11.0,12178.0
15209,TagSimilarity,55094,O32cvjU,82037,3.64706,13.0,2707.0
15252,TagSimilarity,33794,sWU1fr7,592,3.38569,861.0,10435.0
15255,TagSimilarity,33794,sWU1fr7,3213,3.49159,66.0,9147.0
15256,TagSimilarity,33794,sWU1fr7,27311,3.55943,41.0,
15257,TagSimilarity,33794,sWU1fr7,90603,3.65311,63.0,
15277,TagSimilarity,6378,sWU1fr7,2763,3.49436,278.0,6739.0
15278,TagSimilarity,6378,sWU1fr7,8984,3.31573,1130.0,4786.0
15280,TagSimilarity,6378,sWU1fr7,26322,3.25,17.0,15879.0
15281,TagSimilarity,6378,sWU1fr7,53322,3.51518,1038.0,3876.0
15282,TagSimilarity,6378,sWU1fr7,6893,3.64065,49.0,17913.0
15283,TagSimilarity,6378,sWU1fr7,4954,3.55466,29.0,21201.0
15284,TagSimilarity,6378,sWU1fr7,4344,3.08476,448.0,6067.0
15285,TagSimilarity,6378,sWU1fr7,8968,3.1388,30.0,4814.0
15289,TagSimilarity,8965,sWU1fr7,72294,3.22253,224.0,2994.0
15292,TagSimilarity,8965,sWU1fr7,58299,3.32523,336.0,3596.0
15293,TagSimilarity,8965,sWU1fr7,50162,3.04026,63.0,4037.0
15294,TagSimilarity,8965,sWU1fr7,65577,2.99574,84.0,3316.0
15295,TagSimilarity,8965,sWU1fr7,93272,3.14581,263.0,2147.0
15296,TagSimilarity,8965,sWU1fr7,43869,2.98373,25.0,4359.0
15297,TagSimilarity,8965,sWU1fr7,47124,2.8365,77.0,4191.0
15298,TagSimilarity,8965,sWU1fr7,3157,2.87474,307.0,6606.0
15299,TagSimilarity,8965,sWU1fr7,91414,3.44568,100.0,2247.0
15303,TagSimilarity,1097,sWU1fr7,8169,3.25967,54.0,10988.0
15304,TagSimilarity,1097,sWU1fr7,3699,3.40624,101.0,12087.0
15306,TagSimilarity,1097,sWU1fr7,2046,3.41745,59.0,9147.0
15311,TagSimilarity,1097,sWU1fr7,7743,3.41379,16.0,11877.0
15316,TagSimilarity,4299,sWU1fr7,552,3.19452,180.0,8832.0
15317,TagSimilarity,4299,sWU1fr7,2893,2.98066,4.0,6683.0
15318,TagSimilarity,4299,sWU1fr7,168,3.06465,154.0,8230.0
15321,TagSimilarity,4299,sWU1fr7,42015,3.24902,43.0,4406.0
15322,TagSimilarity,4299,sWU1fr7,3600,2.72484,6.0,20835.0
15323,TagSimilarity,4299,sWU1fr7,8460,3.28521,8.0,26438.0
15324,TagSimilarity,4299,sWU1fr7,1581,2.77346,15.0,7504.0
15325,TagSimilarity,4299,sWU1fr7,7781,3.01188,7.0,10024.0
15326,TagSimilarity,4299,sWU1fr7,3602,2.73077,2.0,20874.0
15328,TagSimilarity,185,sWU1fr7,43871,2.89886,64.0,4359.0
15329,TagSimilarity,185,sWU1fr7,67361,2.93438,17.0,3246.0
15332,TagSimilarity,185,sWU1fr7,836,2.91931,71.0,7840.0
15333,TagSimilarity,185,sWU1fr7,62081,3.27092,262.0,3410.0
15337,TagSimilarity,185,sWU1fr7,4770,2.83408,42.0,5969.0
15338,TagSimilarity,185,sWU1fr7,104274,2.88462,12.0,1615.0
15339,TagSimilarity,185,sWU1fr7,1833,3.0328,79.0,7236.0
15341,TagSimilarity,6323,sWU1fr7,4020,3.37963,104.0,6237.0
15343,TagSimilarity,6323,sWU1fr7,1754,3.49415,116.0,7306.0
15345,TagSimilarity,6323,sWU1fr7,5294,3.65748,110.0,5759.0
15346,TagSimilarity,6323,sWU1fr7,2841,3.50774,107.0,6704.0
15350,TagSimilarity,6323,sWU1fr7,70208,3.17093,60.0,3116.0
15362,TagSimilarity,5010,sWU1fr7,8589,3.72013,8.0,10275.0
15364,TagSimilarity,5010,sWU1fr7,5221,3.30333,4.0,5787.0
15365,TagSimilarity,5010,sWU1fr7,4047,3.79002,23.0,8867.0
15369,TagSimilarity,34048,sWU1fr7,67197,2.95545,427.0,3225.0
15370,TagSimilarity,34048,sWU1fr7,9005,3.1075,25.0,9147.0
15375,TagSimilarity,34048,sWU1fr7,1876,2.95707,312.0,7194.0
15383,TagSimilarity,5152,sWU1fr7,8045,3.24449,14.0,11100.0
15385,TagSimilarity,5152,sWU1fr7,4111,3.29339,3.0,11339.0
15387,TagSimilarity,5152,sWU1fr7,465,3.26309,5.0,9147.0
15388,TagSimilarity,5152,sWU1fr7,3753,3.46024,772.0,6412.0
15391,TagSimilarity,5152,sWU1fr7,27869,3.80724,26.0,4884.0
15401,TagSimilarity,3994,sWU1fr7,96857,3.2807,65.0,2042.0
15413,TagSimilarity,84954,sWU1fr7,100302,3.30138,165.0,1864.0
15418,TagSimilarity,2455,sWU1fr7,2454,3.31516,61.0,21735.0
15419,TagSimilarity,2455,sWU1fr7,5853,3.28792,103.0,13517.0
15421,TagSimilarity,2455,sWU1fr7,7001,3.63518,116.0,14273.0
15422,TagSimilarity,2455,sWU1fr7,7984,3.39306,45.0,11549.0
15423,TagSimilarity,2455,sWU1fr7,3930,3.26843,37.0,23329.0
15424,TagSimilarity,2455,sWU1fr7,2901,3.18703,57.0,14261.0
15425,TagSimilarity,2455,sWU1fr7,3932,3.56246,31.0,31062.0
15427,TagSimilarity,2455,sWU1fr7,2900,2.69652,22.0,10974.0
15429,TagSimilarity,2455,sWU1fr7,3917,3.32904,223.0,11079.0
15431,TagSimilarity,153,sWU1fr7,1377,3.11749,534.0,9346.0
15432,TagSimilarity,153,sWU1fr7,1562,2.20076,466.0,7516.0
15434,TagSimilarity,153,sWU1fr7,26152,3.19495,39.0,18799.0
15435,TagSimilarity,153,sWU1fr7,533,2.92805,48.0,8601.0
15436,TagSimilarity,153,sWU1fr7,6157,2.53809,507.0,5451.0
15438,TagSimilarity,153,sWU1fr7,2642,2.48145,100.0,12626.0
15442,TagSimilarity,153,sWU1fr7,1591,2.64353,159.0,7474.0
15453,TagSimilarity,1258,sWU1fr7,3546,3.77768,73.0,20167.0
15456,TagSimilarity,1258,sWU1fr7,6727,3.58602,8.0,18279.0
15460,TagSimilarity,953,sWU1fr7,4184,3.78326,25.0,25607.0
15462,TagSimilarity,953,sWU1fr7,2804,3.99083,323.0,12479.0
15463,TagSimilarity,953,sWU1fr7,3088,3.99643,79.0,24568.0
15469,TagSimilarity,953,sWU1fr7,1124,3.68903,52.0,13193.0
15472,FilmReleaseDate,119068,2kn535M,127196,3.54271,64.0,1089.0
15478,FilmReleaseDate,119068,2kn535M,103543,2.6506,7.0,1601.0
15479,FilmReleaseDate,119068,2kn535M,111387,3.5267,46.0,1602.0
15491,FilmReleaseDate,1237,yobiy1Q,100106,3.76906,41.0,1958.0
15523,TagSimilarity,59684,24X1TFA,48698,3.81525,30.0,4114.0
15524,TagSimilarity,59684,24X1TFA,47999,3.74363,108.0,4142.0
15525,TagSimilarity,59684,24X1TFA,6269,3.88298,15.0,5409.0
15528,TagSimilarity,59684,24X1TFA,1123,3.60465,2.0,7782.0
15529,TagSimilarity,59684,24X1TFA,4217,3.81395,3.0,7686.0
15530,TagSimilarity,59684,24X1TFA,49225,3.7953,15.0,4652.0
15531,TagSimilarity,59684,24X1TFA,53024,3.87812,20.0,4285.0
15532,TagSimilarity,59684,24X1TFA,759,3.85864,1.0,8782.0
15535,TagSimilarity,2064,24X1TFA,1827,3.74633,17.0,7222.0
15542,TagSimilarity,2064,24X1TFA,8582,3.88433,15.0,9072.0
15547,TagSimilarity,2064,24X1TFA,27850,3.59519,16.0,4863.0
15592,PredictedRating,7042,yuk33K9,60950,3.60541,434.0,3449.0
15610,PredictedRating,122920,Sn31P3K,92420,3.5901,496.0,2175.0
15611,PredictedRating,122920,Sn31P3K,49651,3.35443,208.0,4046.0
15620,PredictedRating,135141,Sn31P3K,104243,3.41519,682.0,1594.0
15624,PredictedRating,135141,Sn31P3K,62376,3.41868,189.0,3386.0
15678,TagSimilarity,1197,zGw9OPU,54259,3.81291,679.0,3813.0
15680,TagSimilarity,1197,zGw9OPU,7075,3.91137,28.0,22662.0
15681,TagSimilarity,1197,zGw9OPU,31923,3.63065,20.0,16000.0
15682,TagSimilarity,1197,zGw9OPU,3479,3.56505,70.0,11968.0
15683,TagSimilarity,1197,zGw9OPU,940,3.8581,73.0,29122.0
15685,TagSimilarity,1197,zGw9OPU,27251,3.88095,41.0,
15686,TagSimilarity,1197,zGw9OPU,2872,3.55815,68.0,13431.0
15690,TagSimilarity,1197,zGw9OPU,8167,3.83984,14.0,29980.0
15693,TagSimilarity,4447,zGw9OPU,7444,3.09272,587.0,5017.0
15698,TagSimilarity,4447,zGw9OPU,7255,2.8337,60.0,5108.0
15699,TagSimilarity,4447,zGw9OPU,4141,2.90378,19.0,6193.0
15701,TagSimilarity,4447,zGw9OPU,4700,3.19925,671.0,6011.0
15702,TagSimilarity,4447,zGw9OPU,6252,2.72394,39.0,5416.0
15710,TagSimilarity,2485,zGw9OPU,4091,3.27335,47.0,11339.0
15713,TagSimilarity,2485,zGw9OPU,8643,3.22627,214.0,4933.0
15716,TagSimilarity,2485,zGw9OPU,8642,2.85714,25.0,4940.0
15729,TagSimilarity,50954,zGw9OPU,54734,3.27506,62.0,3771.0
15743,TagSimilarity,2539,zGw9OPU,2249,3.11848,21.0,10015.0
15744,TagSimilarity,2539,zGw9OPU,3301,3.34969,424.0,6543.0
15745,TagSimilarity,2539,zGw9OPU,5568,3.22721,19.0,12080.0
15746,TagSimilarity,2539,zGw9OPU,2805,2.85906,57.0,6937.0
15747,TagSimilarity,2539,zGw9OPU,6974,3.42971,21.0,10043.0
15748,TagSimilarity,2539,zGw9OPU,4602,2.76019,11.0,10608.0
15749,TagSimilarity,2539,zGw9OPU,5900,2.81453,185.0,5521.0
15751,TagSimilarity,2539,zGw9OPU,7028,3.58041,29.0,10050.0
15752,TagSimilarity,2539,zGw9OPU,5665,2.88959,23.0,5577.0
15753,TagSimilarity,2539,zGw9OPU,3614,3.11559,19.0,9513.0
15754,TagSimilarity,2539,zGw9OPU,1503,2.62819,17.0,7579.0
