,userId,movieId,trailer_recommended,loginId,youtubeTrailerId,positionInList,action,tstamp
304,246623,122886,True,,,,,
305,246623,135518,True,,,,,
306,278072,108949,True,FPnV9Ay,EOneXCbUUZE,7.0,RatedMovie,2016-05-16 20:23:32
307,278072,104879,True,,,,,
308,278072,101741,True,,,,,
309,278072,103849,True,,,,,
310,286134,127198,True,,,,,
311,286134,223,True,,,,,
312,255438,112719,True,,,,,
313,255438,112733,True,,,,,
314,255438,112725,True,,,,,
315,261268,146656,True,,,,,
316,261268,141890,True,,,,,
317,261268,128620,True,,,,,
318,261268,148881,True,,,,,
319,286265,3623,True,,,,,
320,249502,33166,True,,,,,
321,249502,2329,True,,,,,
322,279141,73344,True,,,,,
323,271670,1968,True,,,,,
324,240646,134170,True,,,,,
325,233737,27773,True,,,,,
326,233737,56782,True,,,,,
327,286265,84152,True,,,,,
328,286265,71530,True,,,,,
329,286265,34319,True,,,,,
330,286265,5574,True,,,,,
331,286265,79139,True,,,,,
332,286265,83613,True,,,,,
333,286333,5313,True,,,,,
334,286333,101025,True,,,,,
335,286333,8643,True,MBV3HvA,Fkymvwd02xQ,1.0,RatedMovie,2016-05-18 17:48:31
336,286330,48516,True,,,,,
337,286330,47,True,,,,,
338,283422,141890,True,,,,,
339,283422,140174,True,,,,,
340,283422,107406,True,,,,,
341,283422,116411,True,,,,,
342,283422,107406,True,,,,,
343,283422,104283,True,,,,,
344,283422,148652,True,,,,,
345,283422,138036,True,,,,,
346,283422,111551,True,,,,,
347,221192,4508,True,,,,,
348,221192,3105,True,,,,,
349,253066,318,True,,,,,
350,253066,3148,True,,,,,
351,253066,30707,True,,,,,
352,286373,140174,True,,,,,
353,285785,120392,True,,,,,
354,286385,115629,True,,,,,
355,286385,100383,True,,,,,
356,283035,44555,True,,,,,
357,70548,4848,True,,,,,
358,253066,11,True,,,,,
359,253066,7,True,,,,,
360,253066,11,True,,,,,
361,253066,12,True,,,,,
362,253066,10,True,,,,,
363,253066,12,True,,,,,
364,253066,2,True,,,,,
365,253066,6,True,,,,,
366,253066,10,True,,,,,
367,285401,1,True,,,,,
368,286425,7178,True,,,,,
369,252520,47,True,,,,,
370,252520,73808,True,,,,,
371,285127,133771,True,,,,,
372,176679,4019,True,,,,,
373,176679,86817,True,,,,,
374,286472,116797,True,,,,,
375,286491,8813,True,,,,,
376,286484,127202,True,,,,,
377,159596,85401,True,,,,,
378,159596,71304,True,,,,,
379,159596,48872,True,,,,,
380,285779,103048,True,,,,,
381,286516,139415,True,,,,,
382,286516,140110,True,,,,,
383,286516,81784,True,,,,,
384,286516,82167,True,,,,,
385,286516,114762,True,,,,,
386,286516,127140,True,S363oP0,RG3Q2ua5izw,6.0,RatedMovie,2016-05-21 19:40:36
387,286516,132480,True,,,,,
388,203400,145839,True,,,,,
389,286526,3949,True,,,,,
390,270981,137857,True,,,,,
391,270981,130520,True,,,,,
392,284560,107141,True,,,,,
393,284560,115502,True,,,,,
394,286516,3852,True,,,,,
395,286516,1230,True,,,,,
396,286559,101285,True,,,,,
397,278377,116799,True,,,,,
398,286540,2572,True,,,,,
399,286496,1237,True,,,,,
400,286558,3421,True,,,,,
401,286601,152077,True,,,,,
402,248912,146964,True,,,,,
403,259112,106144,True,,,,,
404,285779,109487,True,,,,,
405,267073,148652,True,,,,,
406,286547,139644,True,,,,,
407,286547,115569,True,,,,,
408,286547,131724,True,,,,,
409,286547,116161,True,,,,,
410,286547,115629,True,,,,,
411,286547,127198,True,,,,,
412,286547,109374,True,,,,,
413,286547,115149,True,,,,,
414,286547,114818,True,,,,,
415,285765,6942,True,,,,,
416,286714,5,True,,,,,
417,277658,140110,True,,,,,
418,277658,132480,True,,,,,
419,277658,130073,True,,,,,
420,277658,127108,True,,,,,
421,277658,118985,True,,,,,
422,277658,117176,True,,,,,
423,277658,115667,True,,,,,
424,277658,139747,True,,,,,
425,277658,113275,True,,,,,
426,277658,113225,True,,,,,
427,277658,109191,True,,,,,
428,277658,107141,True,,,,,
429,277658,106438,True,,,,,
430,277769,71033,True,,,,,
431,277769,6780,True,,,,,
432,277769,7981,True,,,,,
433,277769,3198,True,,,,,
434,286732,100714,True,,,,,
435,266925,144976,True,,,,,
436,266925,138204,True,,,,,
437,266925,144976,True,,,,,
438,266925,122904,True,,,,,
439,266925,104078,True,,,,,
440,286791,7044,True,,,,,
441,286265,49278,True,,,,,
442,286788,7206,True,,,,,
443,206130,89039,True,,,,,
444,286761,94466,True,,,,,
445,286823,953,True,,,,,
446,286826,50,True,,,,,
447,286476,6,True,,,,,
448,286823,44195,True,,,,,
449,286823,51255,True,,,,,
450,286823,44195,True,,,,,
451,286823,30749,True,,,,,
452,286823,94466,True,,,,,
453,286823,36529,True,,,,,
454,276727,1464,True,,,,,
455,276727,39444,True,,,,,
456,276727,7572,True,,,,,
457,276727,6954,True,,,,,
458,276727,39444,True,,,,,
459,276727,82767,True,,,,,
460,276727,7572,True,,,,,
461,286823,96829,True,,,,,
462,284581,4,True,,,,,
463,285765,59725,True,,,,,
464,84505,8,True,,,,,
465,84505,124544,True,,,,,
466,268975,58559,True,,,,,
467,284560,152077,True,,,,,
468,286880,34162,True,,,,,
469,284560,127136,True,,,,,
470,286880,5299,True,,,,,
471,284560,114007,True,,,,,
472,284560,115629,True,,,,,
473,284560,132424,True,,,,,
474,284560,104863,True,,,,,
475,284560,110675,True,,,,,
476,284560,108780,True,,,,,
477,284560,100527,True,,,,,
478,284560,132660,True,,,,,
479,284560,93740,True,,,,,
480,286890,3555,True,,,,,
481,286890,48319,True,,,,,
482,286890,4958,True,,,,,
483,286890,101362,True,,,,,
484,286890,107069,True,,,,,
485,277760,5668,True,,,,,
486,286901,135518,True,,,,,
487,286901,131170,True,,,,,
488,286904,3949,True,,,,,
489,286904,1206,True,,,,,
490,286907,2959,True,,,,,
491,286907,58,True,,,,,
492,276727,128360,True,,,,,
493,276727,128620,True,,,,,
494,276727,56782,True,,,,,
495,286877,4226,True,,,,,
496,286877,2692,True,,,,,
497,286877,50,True,,,,,
498,276727,115828,True,,,,,
499,276727,111387,True,,,,,
500,286877,50796,True,,,,,
501,276727,117881,True,,,,,
502,286877,82152,True,,,,,
503,253066,3,True,,,,,
504,253066,1,True,RhshH7F,K26_sDKnvMU,0.0,RatedMovie,2016-05-06 16:27:03
505,252975,112556,True,,,,,
506,266158,3224,True,,,,,
507,286835,54736,True,,,,,
508,283422,114935,True,,,,,
509,267774,7,True,,,,,
510,286949,131724,True,,,,,
511,286949,150856,True,,,,,
512,286949,115569,True,,,,,
513,257324,5339,True,,,,,
514,283839,3424,True,,,,,
515,286964,3000,True,,,,,
516,277648,25769,True,,,,,
517,277648,8609,True,,,,,
518,277648,25750,True,,,,,
519,286516,2690,True,,,,,
520,284577,5222,True,,,,,
521,284577,7260,True,,,,,
522,282456,3,True,,,,,
523,286503,3000,True,,,,,
524,286503,5690,True,,,,,
525,286503,3000,True,,,,,
526,286503,5690,True,,,,,
527,286503,57504,True,,,,,
528,286503,26776,True,,,,,
529,266373,64620,True,,,,,
530,287013,131714,True,,,,,
531,287013,152081,True,,,,,
532,287013,131656,True,,,,,
533,287013,145935,True,,,,,
534,287013,115617,True,,,,,
535,287013,149406,True,,,,,
536,287013,150596,True,,,,,
537,287013,122886,True,,,,,
538,287013,138208,True,,,,,
539,287013,122900,True,,,,,
540,285717,114935,True,,,,,
541,285717,96610,True,,,,,
542,285717,49278,True,,,,,
543,285717,7254,True,,,,,
544,285717,65642,True,,,,,
545,285717,5445,True,,,,,
546,285717,79132,True,,,,,
547,285717,109487,True,,,,,
548,285717,27788,True,,,,,
549,285717,1625,True,,,,,
550,285717,7827,True,,,,,
551,285717,81537,True,,,,,
552,285717,78209,True,,,,,
553,285717,69122,True,,,,,
554,285717,8807,True,,,,,
555,285717,86911,True,,,,,
556,285717,85022,True,,,,,
557,263117,5225,True,,,,,
558,263117,509,True,,,,,
559,263117,2729,True,,,,,
560,284248,136562,True,,,,,
561,285717,6,True,,,,,
562,286756,8981,True,,,,,
563,280320,2019,True,,,,,
564,280320,1225,True,,,,,
565,287061,95441,True,,,,,
566,275449,117444,True,,,,,
567,272152,5388,True,,,,,
568,287116,120478,True,,,,,
569,287116,111235,True,,,,,
570,287116,106889,True,,,,,
571,287116,103984,True,,,,,
572,287116,109633,True,,,,,
573,287116,97938,True,,,,,
574,287116,96606,True,,,,,
575,287116,99764,True,,,,,
576,287116,96488,True,,,,,
577,287116,91548,True,,,,,
578,287116,93721,True,,,,,
579,287116,89904,True,,,,,
580,287116,122886,True,,,,,
581,287116,118696,True,,,,,
582,287116,109487,True,,,,,
583,287116,114180,True,,,,,
584,287119,136018,True,,,,,
585,286823,7,True,,,,,
586,244847,2,True,,,,,
587,287156,152077,True,,,,,
588,287156,139385,True,,,,,
589,287156,150856,True,,,,,
590,284560,12,True,,,,,
591,284560,9,True,,,,,
592,284560,3,True,,,,,
593,287163,140174,True,,,,,
594,286924,89864,True,,,,,
595,287164,6155,True,,,,,
596,287164,5957,True,,,,,
597,287164,4823,True,,,,,
598,286476,111661,True,,,,,
599,286476,111375,True,,,,,
600,286476,133771,True,,,,,
601,279017,58998,True,,,,,
602,287089,117176,True,,,,,
603,280185,128360,True,,,,,
604,280185,136018,True,,,,,
605,284083,5122,True,,,,,
606,246651,12,True,,,,,
607,273302,9,True,,,,,
608,283911,136864,True,,,,,
609,73745,152077,True,,,,,
610,73745,139385,True,,,,,
611,267939,108727,True,,,,,
612,287205,79702,True,,,,,
613,279334,5004,True,,,,,
614,279334,1078,True,,,,,
615,279334,2788,True,,,,,
616,279334,6528,True,,,,,
617,272691,85342,True,,,,,
618,281898,2324,True,,,,,
619,287249,2692,True,,,,,
620,124891,116799,True,,,,,
621,124891,143859,True,,,,,
622,124891,127098,True,,,,,
623,124891,132800,True,,,,,
624,124891,112183,True,,,,,
625,124891,140715,True,,,,,
626,124891,131724,True,,,,,
627,124891,128620,True,,,,,
628,124891,141688,True,,,,,
629,124891,115713,True,,,,,
630,124891,106983,True,,,,,
631,124891,140162,True,,,,,
632,124891,108981,True,,,,,
633,124891,108727,True,,,,,
634,124891,104631,True,,,,,
635,124891,101285,True,,,,,
636,285765,26865,True,,,,,
637,281898,117881,True,,,,,
638,284560,113532,True,,,,,
639,276159,137857,True,,,,,
640,276159,122886,True,,,,,
641,286323,7147,True,,,,,
642,286947,139385,True,,,,,
643,286478,5992,True,,,,,
644,267774,112552,True,,,,,
645,287305,116797,True,,,,,
646,287305,67255,True,,,,,
647,287356,122920,True,,,,,
648,287391,2571,True,,,,,
649,287407,1370,True,,,,,
650,287280,64957,True,,,,,
651,287280,56941,True,,,,,
652,287280,49278,True,,,,,
653,287441,2,True,,,,,
654,287280,130075,True,,,,,
655,279017,6016,True,,,,,
656,279017,5995,True,,,,,
657,279017,55247,True,,,,,
658,279017,2324,True,,,,,
659,279017,81845,True,,,,,
660,279017,56782,True,,,,,
661,279017,2959,True,,,,,
662,279017,27773,True,,,,,
663,279017,7361,True,,,,,
664,287482,8,True,,,,,
665,287280,109191,True,,,,,
666,287494,3147,True,,,,,
667,287494,1704,True,,,,,
668,287494,30707,True,,,,,
669,287434,1464,True,,,,,
670,287434,3676,True,,,,,
671,287434,6440,True,,,,,
672,287435,7572,True,,,,,
673,287504,4973,True,,,,,
674,236697,111759,True,,,,,
675,284773,115713,True,,,,,
676,284773,117529,True,,,,,
677,284773,109487,True,,,,,
678,284773,139385,True,,,,,
679,284100,148881,True,,,,,
680,284100,4848,True,,,,,
681,284100,115569,True,,,,,
682,287552,11,True,,,,,
683,282310,50068,True,,,,,
684,281898,46578,True,,,,,
685,281898,61240,True,,,,,
686,287283,60684,True,,,,,
687,285765,66200,True,,,,,
688,285765,82767,True,,,,,
689,285765,1354,True,,,,,
690,285765,436,True,,,,,
691,285765,4699,True,,,,,
692,285765,79588,True,,,,,
693,287602,114662,True,,,,,
694,287603,4,True,,,,,
695,287603,73492,True,,,,,
696,272303,1918,True,,,,,
697,279618,81537,True,,,,,
698,236697,113604,True,,,,,
699,281006,112334,True,,,,,
700,279618,128512,True,,,,,
701,279618,114265,True,,,,,
702,279618,111113,True,,,,,
703,276159,5,True,,,,,
704,276159,2,True,,,,,
705,276159,9,True,,,,,
706,276159,10,True,,,,,
707,286955,90600,True,,,,,
708,281898,123947,True,,,,,
709,281898,109157,True,,,,,
710,281898,104944,True,,,,,
711,281898,134214,True,,,,,
712,281898,116161,True,,,,,
713,281898,148881,True,,,,,
714,281898,112552,True,,,,,
715,281898,9,True,,,,,
716,287551,64993,True,,,,,
717,287551,109633,True,,,,,
718,287551,27741,True,,,,,
719,287551,8157,True,,,,,
720,287551,62336,True,,,,,
721,287551,6283,True,,,,,
722,287551,4380,True,,,,,
723,287568,318,True,,,,,
724,287568,94466,True,,,,,
725,287568,66371,True,,,,,
726,269793,6,True,,,,,
727,256959,4903,True,,,,,
728,287050,91077,True,,,,,
729,285686,66198,True,,,,,
730,285845,128360,True,,,,,
731,285845,139644,True,,,,,
732,285845,128620,True,,,,,
733,285845,117881,True,,,,,
734,285845,118930,True,,,,,
735,285845,115231,True,,,,,
736,285845,116136,True,,,,,
737,285845,116161,True,,,,,
738,269045,1247,True,,,,,
739,269045,5902,True,,,,,
740,282854,150856,True,,,,,
741,286089,141749,True,,,,,
742,285779,67361,True,,,,,
743,277506,2423,True,,,,,
744,285919,65982,True,,,,,
745,236697,114074,True,,,,,
746,279521,114935,True,,,,,
747,279521,115680,True,,,,,
748,279521,115713,True,,,,,
749,287206,58559,True,,,,,
750,267774,63479,True,,,,,
751,267774,6188,True,,,,,
752,287881,59727,True,,,,,
753,287715,4068,True,,,,,
754,287715,45106,True,,,,,
755,287715,18,True,,,,,
756,279521,4,True,,,,,
757,284560,2,True,,,,,
758,284560,4,True,,,,,
759,284560,12,True,,,,,
760,284560,13,True,,,,,
761,236697,1554,True,,,,,
762,278377,100383,True,,,,,
763,236697,7173,True,,,,,
764,266833,2858,True,,,,,
765,284577,128620,True,,,,,
766,284577,118896,True,,,,,
767,284577,132800,True,,,,,
768,284577,126599,True,,,,,
769,284577,112070,True,,,,,
770,284577,116799,True,,,,,
771,284577,127098,True,,,,,
772,284577,114074,True,,,,,
773,284577,127114,True,,,,,
774,284577,146656,True,,,,,
775,284577,139415,True,,,,,
776,284577,148881,True,,,,,
777,287921,108188,True,KIITh1v,0IX3Imm4osM,1.0,RatedMovie,2016-06-17 08:41:49
778,287921,108188,True,KIITh1v,0IX3Imm4osM,1.0,RatedMovie,2016-06-17 08:41:50
779,287921,134246,True,KIITh1v,yvkhoqo6QQ4,0.0,RatedMovie,2016-06-17 08:41:58
780,287921,134246,True,KIITh1v,yvkhoqo6QQ4,0.0,RatedMovie,2016-06-17 08:41:59
781,287921,104736,True,,,,,
782,287921,45062,True,,,,,
783,287921,102072,True,,,,,
784,287921,90738,True,,,,,
785,236697,33437,True,,,,,
786,236697,6874,True,,,,,
787,236697,115149,True,pZKCCT9,RllJtOw0USI,12.0,RatedMovie,2016-06-17 08:53:16
788,236697,86892,True,,,,,
789,236697,86142,True,,,,,
790,287921,78264,True,,,,,
791,287921,115147,True,KIITh1v,BSX6HaOlNcw,9.0,RatedMovie,2016-06-17 10:36:04
792,287921,56941,True,KIITh1v,CZzW6_hR068,11.0,RatedMovie,2016-06-17 10:36:20
793,287921,78316,True,,,,,
794,274028,112552,True,,,,,
795,274028,115569,True,,,,,
796,236697,111622,True,,,,,
797,236697,113207,True,,,,,
798,236697,110461,True,,,,,
799,236697,113207,True,,,,,
800,237339,139385,True,,,,,
801,237339,128360,True,,,,,
802,237339,140174,True,,,,,
803,287698,139415,True,,,,,
804,279017,7158,True,,,,,
805,279017,5954,True,,,,,
806,279017,30707,True,,,,,
807,279017,5015,True,,,,,
808,279017,5810,True,,,,,
809,285782,318,True,,,,,
810,279017,104944,True,,,,,
811,288061,135534,True,,,,,
812,288061,140267,True,wXdqekZ,iQXmlf3Sefg,11.0,RatedMovie,2016-06-18 19:13:00
813,288053,60069,True,,,,,
814,282992,94466,True,,,,,
815,282992,96829,True,,,,,
816,282992,94466,True,,,,,
817,282992,2318,True,,,,,
818,279017,112290,True,,,,,
819,279017,118930,True,,,,,
820,279017,140715,True,,,,,
821,279017,142488,True,,,,,
822,279017,116161,True,,,,,
823,279017,112552,True,,,,,
824,287863,108709,True,,,,,
825,288096,1244,True,,,,,
826,288096,1230,True,,,,,
827,190202,136562,True,,,,,
828,220778,1240,True,,,,,
829,220778,2762,True,xTH8kkn,VG9AGf66tXM,10.0,RatedMovie,2016-06-19 17:36:37
830,287780,1222,True,,,,,
831,262911,3,True,,,,,
832,262911,1,True,nIaQFWG,K26_sDKnvMU,8.0,RatedMovie,2016-06-20 05:07:19
833,262911,7,True,,,,,
834,262911,13,True,nIaQFWG,a6lGULmQdb0,12.0,RatedMovie,2016-06-20 05:11:13
835,262911,12,True,,,,,
836,262911,5,True,nIaQFWG,ltwvKLnj1B4,4.0,RatedMovie,2016-06-20 05:13:13
837,258260,2571,True,,,,,
838,258260,79132,True,,,,,
839,258260,1625,True,,,,,
840,258260,2571,True,,,,,
841,258260,79132,True,,,,,
842,258260,94466,True,,,,,
843,286478,67665,True,,,,,
844,286478,89260,True,,,,,
845,278545,5618,True,,,,,
846,278545,117444,True,,,,,
847,264592,30863,True,,,,,
848,279552,5971,True,,,,,
849,279552,31658,True,,,,,
850,279552,3000,True,,,,,
851,288220,30863,True,,,,,
852,251998,4,True,,,,,
853,251998,5,True,,,,,
854,251998,2,True,,,,,
855,251998,1,True,,,,,
856,251998,12,True,,,,,
857,266875,140110,True,,,,,
858,275369,1916,True,,,,,
859,288081,149354,True,,,,,
860,288081,109483,True,,,,,
861,287120,130576,True,,,,,
862,287120,133377,True,,,,,
863,281742,10,True,,,,,
864,281742,93805,True,,,,,
865,281523,111375,True,,,,,
866,281523,111113,True,,,,,
867,281523,111743,True,,,,,
868,281523,116977,True,,,,,
869,281523,117590,True,,,,,
870,281523,128520,True,,,,,
871,281523,149352,True,,,,,
872,281523,102481,True,,,,,
873,287551,1446,True,,,,,
874,287551,33903,True,,,,,
875,262912,133771,True,,,,,
876,284871,72701,True,,,,,
